;
; Texture definition file for all Doom II textures
;
;Format of textures:
;TextureName	Width	Height
SW1HOT      		64	128
*	WALL49_1    	0	0
*	SW2_7       	12	66
SW1LION     		64	128
*	WALL47_2    	0	0
*	WALL42_5    	11	62
SW1MARB     		64	128
*	MWALL1_1    	0	0
*	SW2_7       	13	55
SW1MET2     		64	128
*	RW33_1      	0	0
*	SW1S0       	16	20
SW1METAL    		64	128
*	WALL03_7    	0	0
*	WALL03_7    	0	64
*	SW4S0       	20	68
SW1MOD1     		64	128
*	RW31_1      	0	0
*	SW4S0       	20	80
SW1PANEL    		64	128
*	RW21_4      	0	0
*	SW2_7       	14	64
SW1PIPE     		128	128
*	TP2_2       	0	0
*	SW3S0       	48	76
SW1ROCK     		64	128
*	RW30_1      	0	0
*	SW2_7       	14	66
SW1SATYR    		64	128
*	WALL47_2    	0	0
*	WALL42_1    	12	62
SW1SKIN     		64	128
*	HELL6_3     	0	0
*	SW2_5       	0	59
SW1SKULL    		64	128
*	RW48_4      	0	0
SW1SLAD     		64	128
*	WLA128_1    	0	0
*	WARNB0      	24	73
SW1STARG    		128	128
*	WALL62_1    	0	0
*	SW1S0       	48	72
SW1STON1    		64	128
*	W28_8       	0	64
*	W28_8       	0	0
*	SW1S0       	16	78
SW1STON2    		128	128
*	WALL62_1    	0	0
*	SW1S0       	48	72
SW1STON6    		64	128
*	RW18_3      	0	0
*	SW2S0       	16	72
SW1STONE    		128	128
*	WALL62_1    	0	0
*	SW1S0       	48	72
SW1STRTN    		64	128
*	SW12_4      	0	0
*	SW12_5      	32	0
*	SW1S0       	16	72
SW1TEK      		64	128
*	RW37_2      	0	0
*	SW4S0       	20	79
SW1VINE     		64	128
*	WALL00_1    	0	-16
*	W106_1      	0	0
*	SW4S0       	20	84
SW1WDMET    		64	128
*	RW26_1      	0	0
*	EXIT2       	24	48
*	EXIT2       	32	64
*	EXIT2       	32	48
*	EXIT2       	24	64
*	W108_2      	24	52
*	EXIT2       	40	48
*	EXIT2       	40	64
*	EXIT2       	16	48
*	EXIT2       	16	64
SW1WOOD     		64	128
*	WALL40_2    	-64	0
*	SW2_7       	14	66
SW1ZIM      		64	128
*	RW20_1      	0	0
*	SW2_7       	16	66
SW2BLUE     		64	128
*	COMP03_1    	0	0
*	COMP03_2    	0	64
*	SW2_8       	14	66
SW2BRCOM    		128	128
*	WALL62_1    	0	0
*	SW1S1       	48	72
SW2BRIK     		64	128
*	RW23_4      	0	0
*	SW1S1       	16	72
SW2BRN1     		128	128
*	WALL62_1    	0	0
*	SW1S1       	48	72
SW2BRN2     		64	128
*	WALL02_2    	0	56
*	WALL02_2    	0	0
*	SW4S1       	20	79
SW2BRNGN    		64	128
*	WALL62_2    	0	0
*	SW4S1       	20	80
SW2BROWN    		128	128
*	WALL62_1    	0	0
*	SW3S0       	48	72
SW2CMT      		64	128
*	WALL54_1    	-42	0
*	SW3S0       	16	72
SW2COMM     		64	72
*	W13_1       	0	0
*	SW1S1       	15	18
SW2COMP     		64	128
*	COMP03_4    	0	64
*	COMP04_5    	0	0
*	COMP03_4    	32	64
*	SW2S1       	16	72
SW2DIRT     		64	128
*	WALL00_8    	48	0
*	WALL00_7    	32	0
*	WALL00_6    	16	0
*	WALL00_5    	0	-1
*	SW1S1       	16	20
SW2EXIT     		32	72
*	W32_4       	0	0
*	SW2S1       	0	16
*	W33_8       	0	64
SW2GARG     		64	128
*	WALL47_2    	0	0
*	WALL47_5    	12	62
SW2GRAY     		64	128
*	W31_1       	0	0
*	W31_1       	0	64
*	SW2S1       	16	70
SW2GRAY1    		64	128
*	W31_1       	0	64
*	W31_1       	0	0
*	SW4S1       	19	79
SW2GSTON    		64	128
*	WALL48_2    	0	0
*	SW2_8       	13	67
SW2HOT      		64	128
*	WALL49_1    	0	0
*	SW2_8       	12	66
SW2LION     		64	128
*	WALL47_2    	0	0
*	WALL47_4    	11	62
SW2MARB     		64	128
*	MWALL1_1    	0	0
*	SW2_8       	13	55
SW2MET2     		64	128
*	RW33_1      	0	0
*	SW1S1       	16	20
SW2METAL    		64	128
*	WALL03_7    	0	0
*	WALL03_7    	0	64
*	SW4S1       	20	68
SW2MOD1     		64	128
*	RW31_1      	0	0
*	SW4S1       	20	80
SW2PANEL    		64	128
*	RW21_4      	0	0
*	SW2_8       	14	64
SW2PIPE     		128	128
*	TP2_2       	0	0
*	SW3S1       	48	76
SW2ROCK     		64	128
*	RW30_1      	0	0
*	SW2_8       	14	66
SW2SATYR    		64	128
*	WALL47_2    	0	0
*	WALL47_3    	12	62
SW2SKIN     		64	128
*	HELL6_3     	0	0
*	SW2_6       	0	59
SW2SKULL    		64	128
*	RW48_2      	0	0
SW2SLAD     		64	128
*	WLA128_1    	0	0
*	WARNA0      	24	73
SW2STARG    		128	128
*	WALL62_1    	0	0
*	SW1S1       	48	72
SW2STON1    		64	128
*	W28_8       	0	64
*	W28_8       	0	0
*	SW1S1       	16	78
SW2STON2    		128	128
*	WALL62_1    	0	0
*	SW1S1       	48	72
SW2STON6    		64	128
*	RW18_3      	0	0
*	SW2S1       	16	72
SW2STONE    		128	128
*	WALL62_1    	0	0
*	SW1S1       	48	72
SW2STRTN    		64	128
*	SW12_4      	0	0
*	SW12_5      	32	0
*	SW1S1       	16	72
SW2TEK      		64	128
*	RW37_2      	0	0
*	SW4S1       	20	79
SW2VINE     		64	128
*	WALL00_1    	0	-16
*	W106_1      	0	0
*	SW4S1       	20	84
SW2WDMET    		64	128
*	RW26_1      	0	0
*	EXIT2       	24	48
*	EXIT2       	32	64
*	EXIT2       	32	48
*	EXIT2       	24	64
*	EXIT2       	40	48
*	EXIT2       	40	64
*	EXIT2       	16	48
*	EXIT2       	16	64
*	W108_3      	24	52
SW2WOOD     		64	128
*	WALL40_2    	-64	0
*	SW2_8       	14	66
SW2ZIM      		64	128
*	RW20_1      	0	0
*	SW2_8       	16	66
TANROCK2    		64	128
*	RW11_2      	0	0
TANROCK3    		64	128
*	RW12_1      	0	0
TANROCK4    		64	128
*	RW12_4      	0	0
TANROCK5    		64	128
*	RW14_1      	0	0
TANROCK7    		64	128
*	RW23_2      	0	0
TANROCK8    		64	128
*	RW28_3      	0	0
TEKBRON1    		128	128
*	RW36_1      	0	0
*	RW36_3      	64	0
TEKBRON2    		64	128
*	RW39_2      	0	0
TEKGREN1    		64	128
*	RW37_1      	0	0
TEKGREN2    		64	128
*	RW37_2      	0	0
TEKGREN3    		64	128
*	RW37_3      	0	0
TEKGREN4    		64	128
*	RW37_4      	0	0
TEKGREN5    		64	128
*	RW39_1      	0	0
TEKLITE     		64	128
*	RW43_3      	0	0
TEKLITE2    		64	128
*	RW43_4      	0	0
TEKWALL1    		128	128
*	W17_1       	0	-27
*	W17_1       	0	16
TEKWALL4    		128	128
*	W94_1       	0	0
TEKWALL6    		256	128
*	RW25_1      	0	0
*	RW25_2      	128	0
*	RW25_3      	64	0
*	RW25_4      	192	0
WOOD1       		256	128
*	WALL40_1    	128	0
*	WALL40_2    	0	0
WOOD10      		128	128
*	RW13_1      	0	0
WOOD12      		64	128
*	RW41_2      	0	0
WOOD3       		256	128
*	WALL97_1    	-4	0
*	WALL97_2    	60	0
*	WALL97_3    	124	0
*	WALL97_2    	188	0
*	WALL97_1    	252	0
WOOD4       		64	128
*	WALL97_2    	-4	0
*	SW2_2       	22	18
*	SW2_1       	22	76
*	WALL97_2    	60	0
WOOD5       		256	128
*	W96_1       	-4	0
*	W96_2       	124	0
*	W96_1       	252	0
WOOD6       		64	128
*	RW9_1       	0	0
WOOD7       		64	128
*	RW9_2       	0	0
WOOD8       		64	128
*	RW9_3       	0	0
WOOD9       		64	128
*	RW9_4       	0	0
WOODGARG    		64	128
*	WALL40_1    	0	0
*	SW2_4       	6	63
WOODMET1    		64	128
*	RW26_1      	0	0
WOODMET2    		64	128
*	RW26_2      	0	0
WOODMET3    		64	128
*	RW26_3      	0	0
WOODMET4    		64	128
*	RW26_4      	0	0
WOODVERT    		64	128
*	RW23_1      	0	0
ZDOORB1     		128	128
*	WOLF18      	0	0
ZDOORF1     		128	128
*	WOLF10      	0	0
ZELDOOR     		128	128
*	WOLF11      	0	0
ZIMMER1     		64	128
*	RW20_1      	0	0
ZIMMER2     		64	128
*	RW20_2      	0	0
ZIMMER3     		64	128
*	RW20_3      	0	0
ZIMMER4     		64	128
*	RW20_4      	0	0
ZIMMER5     		64	128
*	RW42_1      	0	0
ZIMMER7     		64	128
*	RW42_3      	0	0
ZIMMER8     		64	128
*	RW42_4      	0	0
ZZWOLF1     		128	128
*	WOLF1       	0	0
ZZWOLF10    		128	128
*	WOLF12      	0	0
ZZWOLF11    		128	128
*	WOLF13      	0	0
ZZWOLF12    		128	128
*	WOLF14      	0	0
ZZWOLF13    		128	128
*	WOLF17      	0	0
ZZWOLF2     		128	128
*	WOLF2       	0	0
ZZWOLF3     		128	128
*	WOLF3       	0	0
ZZWOLF4     		128	128
*	WOLF4       	0	0
ZZWOLF5     		128	128
*	WOLF5       	0	0
ZZWOLF6     		128	128
*	WOLF6       	0	0
ZZWOLF7     		128	128
*	WOLF7       	0	0
ZZWOLF9     		128	128
*	WOLF9       	0	0
ZZZFACE1    		256	128
*	RWDMON4     	0	0
ZZZFACE2    		256	128
*	RWDMON5     	0	0
ZZZFACE3    		256	128
*	RWDMON3     	0	0
ZZZFACE4    		256	128
*	RWDMON2     	0	0
ZZZFACE5    		256	128
*	RWDMON1     	0	0
ZZZFACE6    		256	128
*	RWDMON7     	0	0
ZZZFACE7    		256	128
*	RWDMON8     	0	0
ZZZFACE8    		256	128
*	RWDMON9     	0	0
ZZZFACE9    		256	128
*	RWDMON10    	0	0
;End
